date,time_utc,type,source,confidence,note
2024-10-10,2024-10-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-10-31,2024-10-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2024 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2024-11-01,2024-11-01T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-11-07,2024-11-07T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2024-11-13,2024-11-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-12-06,2024-12-06T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-12-11,2024-12-11T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2024 (08:30 ET)"
2024-12-18,2024-12-18T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2024-12-19,2024-12-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2024 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2025-01-10,2025-01-10T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-01-15,2025-01-15T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-01-24,2025-01-24T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2025 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2025-01-29,2025-01-29T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2025-02-07,2025-02-07T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-02-12,2025-02-12T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-03-07,2025-03-07T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-03-12,2025-03-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-03-19,2025-03-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2025 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2025-03-19,2025-03-19T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2025-04-04,2025-04-04T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-04-10,2025-04-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-05-01,2025-05-01T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2025 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2025-05-02,2025-05-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-05-07,2025-05-07T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2025-05-13,2025-05-13T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-06-06,2025-06-06T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-06-11,2025-06-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-06-17,2025-06-17T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2025 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2025-06-18,2025-06-18T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2025-07-03,2025-07-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-07-15,2025-07-15T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-07-30,2025-07-30T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2025-07-31,2025-07-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2025 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2025-08-01,2025-08-01T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-08-12,2025-08-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-08-22,2025-08-22T14:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 10:00 ET  [OFF-SCHEDULE TIME -- unscheduled/emergency statement]"
2025-09-05,2025-09-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-09-11,2025-09-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-09-17,2025-09-17T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2025-09-19,2025-09-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2025 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2025-10-24,2025-10-24T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-10-29,2025-10-29T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2025-10-30,2025-10-30T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2025 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2025-11-20,2025-11-20T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-12-10,2025-12-10T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2025-12-16,2025-12-16T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-12-18,2025-12-18T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2025 (08:30 ET)"
2025-12-19,2025-12-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2025 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2026-01-09,2026-01-09T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-01-13,2026-01-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-01-23,2026-01-23T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2026 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2026-01-28,2026-01-28T19:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2026-02-11,2026-02-11T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-02-13,2026-02-13T13:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-03-06,2026-03-06T13:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-03-11,2026-03-11T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-03-18,2026-03-18T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2026-03-19,2026-03-19T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2026 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2026-04-03,2026-04-03T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-04-10,2026-04-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-04-28,2026-04-28T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2026 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2026-04-29,2026-04-29T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2026-05-08,2026-05-08T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-05-12,2026-05-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-06-05,2026-06-05T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-06-10,2026-06-10T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-06-16,2026-06-16T02:30:00Z,BOJ,verified_web,high,"boj.or.jp minu_2026 (minutes title); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2026-06-17,2026-06-17T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2026-07-02,2026-07-02T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-07-14,2026-07-14T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-07-29,2026-07-29T18:00:00Z,FOMC,verified_web,high,"fomccalendars.htm; statement release time scraped: 14:00 ET"
2026-07-31,2026-07-31T02:30:00Z,BOJ,verified_web,high,"boj.or.jp mpr_2026 (statement pdf k260731); RELEASE TIME DRIFTS -- time_utc is the nominal 11:30 JST anchor, window 02:00-05:00 UTC"
2026-08-07,2026-08-07T12:30:00Z,NFP,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
2026-08-12,2026-08-12T12:30:00Z,CPI,verified_web,high,"bls.gov/schedule/2026 (08:30 ET)"
