draw,max_mean_net_bps_full,max_mean_net_bps_train,max_mean_net_bps_val,max_sharpe_full,max_sharpe_train,max_sharpe_val
1055,-3.710017998212188,-3.82085415770286,-3.1878789613968794,-2.397562461872943,-2.2371545949632865,-3.3978420506591243
1056,-3.491465723479851,-3.435719512085111,-3.4222214892686336,-2.5114229976196536,-2.3124825967803257,-3.450965584331525
1057,-3.6238463875885447,-3.6552768089584657,-3.5145415635884274,-2.879640814500782,-2.6291546703367707,-3.6459350532854033
1058,-3.6720958293764876,-3.4925727291303588,-3.608129523233601,-2.0273526788472194,-1.6106810579867992,-3.6475192986083744
1059,-4.020984426553666,-4.203355654125592,-3.2409474135519503,-3.220154304476804,-3.069916949405161,-3.852393513079638
1060,-3.641925084252602,-3.7330229542849582,-2.9914122865851804,-2.126171765125387,-1.9865814046272043,-2.920473363867421
1061,-3.785481418743837,-3.854343986004066,-3.2410247446949088,-2.448746818665395,-2.3699762791504986,-2.973825881083223
1062,-3.485527818242197,-3.3475925578026935,-3.6319251537260087,-2.2308878567839963,-1.8888998992395396,-3.520362168547702
1063,-3.8490198275752774,-3.974933412529435,-3.396658292081424,-2.8510574958047,-2.6732776664304687,-3.0718087134370724
1064,-3.0766274440656085,-3.220522446090996,-2.67579070801865,-2.0087258220926176,-1.7651629267508502,-3.074444835836301
1065,-3.617143859312694,-3.6705109432903638,-3.4696711093638903,-3.0176431047883585,-2.921873825190781,-3.257955805324835
1066,-4.049481677407175,-4.0388630743824985,-3.140513201017112,-3.2207970793143548,-3.078420199871133,-3.6449291789808345
1067,-3.690954383635235,-3.7397509402977622,-3.1927594844140303,-3.158924227241822,-3.1031252944744043,-3.4384828995394625
1068,-3.874995839218783,-4.003277851326758,-3.434784568285397,-2.9251956923479026,-3.027419191033791,-2.9135475962076876
1069,-3.3941122945231226,-3.5207616778526116,-3.089305118830102,-2.8928882471928636,-2.9712270572680386,-2.7827443895390855
1070,-3.6743243499687743,-3.744390497142001,-3.341138982511167,-2.901743630959245,-2.621709013303555,-3.954948288001947
1071,-3.5818607629011256,-3.5012981086187405,-3.6154546306689137,-2.561049012856087,-2.2517385976992372,-3.6738900620211266
1072,-3.668063848877509,-3.667783557946516,-3.6621034930867564,-2.973620928029793,-2.677921099297137,-4.324196128506294
1073,-3.5577030781189776,-3.47599629909832,-3.741460394476277,-2.2180294637120843,-1.9497730182238007,-3.2852677780108994
1074,-3.810586453807909,-3.6890022521710866,-3.9842518648792997,-2.8519738425584795,-2.6389353747960294,-4.165549800500341
1075,-3.3197632082000097,-3.0773528436057664,-3.6087733461733524,-2.3633855061769413,-1.9746066416206816,-3.9107813604321984
1076,-3.379865868520711,-3.441876477835307,-3.008755425029177,-2.8501246232699207,-2.4762277744277275,-2.4587941537213927
1077,-3.4127327840987123,-3.384442012211192,-3.3217693212560566,-2.979293498666158,-2.7073150969359148,-3.8491356343417933
1078,-3.008475356658035,-2.8848576778090926,-3.2909948773384374,-2.274543414952577,-2.033955574036283,-3.3157906715111216
1079,-3.001486042591751,-2.923280759842681,-3.187824225304917,-1.7556187709369417,-1.4515796461577017,-3.117002623572452
1080,-3.423071555818172,-3.3440485592653455,-3.5484109549722134,-2.0661008030320085,-1.9292821304054202,-2.756631676288017
1081,-3.745113405903733,-3.8112822207362744,-3.5639743898234295,-2.776707383753668,-2.45936534780263,-3.6856559924820456
1082,-3.7956652654050167,-3.874921286790377,-3.154072088379835,-2.7348046363982386,-2.541777735365175,-3.5165759934633947
1083,-3.04008403925909,-2.7341789869036885,-3.4324702596236625,-2.480688316375784,-2.08449973145303,-3.8372458976851007
1084,-3.573187970857755,-3.463929232780391,-3.5263971743032902,-2.4587797428377685,-2.04378037755055,-3.5324305851579885
1085,-3.20707290194392,-3.0946967423710747,-3.296587821110603,-1.9293590744691718,-1.7754565547444627,-2.741383285112777
1086,-3.636880065471211,-3.613135624348218,-3.698750006113762,-2.2701377997724443,-2.0130832846380518,-3.480780579507264
1087,-3.580000577046616,-3.478784653068248,-3.634628155929822,-2.5375765552038563,-2.0263348414336693,-4.234606750416928
1088,-3.469022644805305,-3.487624115210773,-3.35430757945987,-1.9936979154404506,-1.8598044873330872,-2.7088380171381217
1089,-3.6189725618961983,-3.6879982000255116,-3.355892385377069,-2.6262732504177864,-2.456337359886486,-3.315200661772666
1090,-3.506182532659713,-3.496895294251028,-3.39817212982175,-2.868402468367682,-2.5699198506411713,-3.7600769010024244
1091,-3.6612913211990263,-3.727928128222321,-3.2755030543250196,-2.8397051337999084,-2.9313174698955584,-2.684239784264741
1092,-3.649176720806945,-3.438818750517542,-3.5776462853206463,-2.993047263228785,-2.780208960965577,-3.9299134333241637
1093,-3.2584439191932337,-3.4121705895798815,-2.8267163640982393,-2.7944540270438387,-2.4614388973447765,-3.476018518183762
1094,-3.4759538326614745,-3.4702550990754775,-3.3772460138396445,-2.4258353404368886,-2.308694814489581,-3.0266525904856394
1095,-3.699924823073981,-3.8327913658704804,-3.0619653776066307,-2.7652514588519495,-2.5985556577661026,-3.665846555321136
1096,-3.794693993257346,-3.9086598435974094,-3.4851694115575897,-2.5067687996528787,-2.4369633835878357,-3.184256225300062
1097,-3.4069715870597,-3.2847241428744955,-3.2273685261409897,-3.075471953854488,-2.9229901273134686,-3.7691742386303893
1098,-3.3687888666050916,-2.970637167414755,-3.5759469830055792,-1.89865141105478,-1.5042342082759064,-3.504820168099972
1099,-3.502645110624227,-3.4471997751064674,-3.590467777638196,-2.594431310165931,-2.5521135231215015,-2.997091286413342
1100,-3.4900462516816697,-3.5383473054768233,-3.3193855482291035,-2.7533736996786127,-2.709275583315524,-3.04043701645803
1101,-3.467511493183073,-3.7862085597482027,-2.6309445927490493,-2.617191808275019,-2.7242528631045015,-2.4618555948780507
1102,-3.8042541041094484,-3.8189550042912725,-3.4055073153991158,-2.887665365330784,-2.4595760244979576,-4.418145356544025
1103,-3.736756407378128,-3.48959450157528,-3.3771259478152875,-1.9785650271282478,-1.462926729885619,-3.436654359967152
1104,-3.286048898603358,-3.4401538594676175,-1.3031875594622455,-1.8076571754090156,-2.1291461024900857,-0.82604667322675
1105,-3.7017878823738477,-3.4683804659636057,-3.578837321919677,-2.471120109794903,-2.0167132969809334,-4.170572800414705
1106,-3.5407760473855827,-3.609734725654907,-3.2763013219615313,-2.2582088028424305,-2.0915618586221485,-2.966082872062922
1107,-3.4815372493181487,-3.399519842282541,-3.5309696333928864,-1.8447993500136857,-1.4785162152849816,-3.20043061424476
1108,-3.564583417654251,-3.588819322252079,-3.305383885224812,-3.0587824303611986,-3.224172195724564,-2.3512687074158913
1109,-3.5230593595337703,-3.221638242018029,-3.713463529047772,-2.6933117356596603,-2.6107969133279867,-3.1320270387513416
1110,-3.784369059303369,-3.83079878320678,-3.509127392422715,-2.8810619714929064,-2.6062855168258006,-3.5008719155001127
1111,-3.4668437332174067,-3.4452597660502446,-3.4931490108996828,-2.2964875026603253,-2.098246681534993,-2.994414755397094
1112,-3.71234363691198,-3.580177492768318,-3.306950070032982,-2.8236233535991633,-2.8923733973038956,-2.7187814366673577
1113,-3.5937834646808313,-3.3108434867076038,-3.5921748090363756,-2.610897247054088,-1.8264380817361134,-2.913812070660449
1114,-3.635717321529857,-3.4849285836213832,-3.5789720816508837,-2.408097832721315,-2.18592745236608,-3.662181443334228
1115,-3.449087658480913,-3.3405208823261656,-3.3844661547817054,-2.008533334285541,-1.6552997833967025,-3.6362643790144586
1116,-3.6229132054869932,-3.2254469933231382,-3.558330715105394,-2.1463855664294864,-1.5228597501271222,-4.3394679770036
1117,-3.6613116242285053,-3.556032918060502,-3.940542542256708,-3.0751281925798413,-2.953369234162675,-4.108042727819109
1118,-3.6292645285194114,-3.508150316808295,-3.7138967655699253,-2.0987484020651106,-1.745924262588482,-4.14105302070206
1119,-3.786690265401632,-3.6376975632462942,-3.167714410818766,-2.624460619805211,-2.6474278065392007,-2.6909859542952654
1120,-3.7359776548403705,-3.6804506419401704,-3.6613470413453353,-2.617305888803242,-2.4514947970647536,-3.86820909876441
1121,-3.532477167453144,-3.595604105749511,-3.3840947553360032,-3.275755998032563,-3.1779935581900918,-3.600075040978411
1122,-3.6007189767538414,-3.627329889289809,-3.349224623123452,-2.439673018560042,-2.3241790376213296,-2.8883767718264988
1123,-3.390305071090015,-3.466103839822222,-3.024131587963462,-2.719293390187082,-2.9251682120217577,-1.9923519545295088
1124,-3.438674845850937,-3.39859518836703,-3.532817824709888,-2.8331716093114783,-2.7673217111020927,-3.1719309086458534
1125,-3.8898603964008007,-4.001461907030798,-3.199551514686421,-2.0200966117842594,-2.065535864582022,-2.143142693348243
1126,-3.6249628316468425,-3.189898862668902,-3.588620618829438,-1.8711305771325375,-1.355373942167024,-3.7881635094417088
1127,-3.7699792285558615,-3.705857523635416,-3.5307133216241398,-2.6683948585169075,-2.601102802983222,-3.115539398088215
1128,-3.529185427912578,-3.342706833385382,-3.8186318272669824,-2.676975139404779,-2.2265792617492983,-4.47234710823463
1129,-3.3613690618756102,-3.3145162592494057,-3.4649773007421723,-3.0068387872736633,-2.697967188909055,-3.7423763949142286
1130,-3.298961132692562,-3.5090201907926626,-2.586570022472376,-2.598938088028191,-2.475662361696088,-2.8343315503191047
1131,-3.7189100749304678,-3.719509548229301,-3.6728821553677897,-3.131458846387729,-3.0116250545603678,-3.827756928301237
1132,-3.6913004193507186,-3.5880084983443616,-3.4309719099353235,-2.9793765846773974,-2.9127487066857114,-3.481840000765792
1133,-3.580344567597369,-3.6513914384878583,-3.177854263834174,-2.8145108363231506,-2.796495782563581,-3.120751731264539
1134,-3.8302740053607884,-3.930385532309101,-3.369282894128676,-2.9247501916420733,-3.0005960080397056,-2.9690016129033134
1135,-3.56910012038449,-3.350220280618353,-3.6579660590112386,-2.190109518466199,-1.8936515993104215,-3.530405693217616
1136,-3.6829655188038712,-3.872911734222811,-3.214788326416592,-2.6944490142223083,-2.6454091912642688,-3.0884527134389423
1137,-3.6866125591011394,-3.9043249763236867,-3.0195538013255607,-2.5372045881930645,-2.7464368095953313,-2.0206487109660336
1138,-3.6454653348968544,-3.7414906670463988,-3.2652204197014183,-2.3211821202938974,-2.28812678067987,-2.606063642669213
1139,-3.561345252832588,-3.464734533850257,-3.437699684580606,-2.667714769397114,-2.3170558459117987,-3.872710847625536
1140,-3.5062155082631303,-3.693028983664824,-3.081034198236651,-2.7181657800590813,-2.813651647644549,-2.557265572505226
1141,-3.540559875732297,-3.566725725525267,-3.4234603940482673,-2.458209926304031,-2.345755192430683,-3.045337733983482
1142,-3.437782055825492,-3.3071176999688783,-3.554676290535456,-1.9560008598183536,-1.8619870874976965,-2.6856312236521616
1143,-3.591220702770087,-3.785874091382158,-3.060354082226474,-3.103866490842116,-2.9309720595695046,-3.4017219788694604
1144,-3.435697407913734,-3.4801137469577497,-3.2339239913452675,-2.3393886694202455,-2.0857551111551134,-3.7055679417716183
1145,-3.696022883610085,-3.7679314172719645,-3.449154089489888,-2.225480065599896,-1.865583428859444,-4.004818291368589
1146,-3.3494693524575188,-3.4805054381268663,-3.020961665440081,-2.164139571754833,-2.26434856566553,-2.029269732893445
1147,-3.9900449075164937,-3.939482928270076,-3.616329460252098,-2.6356094300924373,-2.2523729448801393,-4.315796716585782
1148,-3.693771869769365,-2.8789164298582373,-3.449553045461127,-1.7947219260937861,-1.27286610246053,-3.763141171034549
1149,-3.694827024194131,-3.6717463110437203,-3.37101918190676,-1.9359855548229512,-1.7802382901321914,-2.681754515441391
1150,-3.3047537362247676,-3.3884376181408866,-2.7949447925040634,-2.1126474886076854,-2.2200158322077845,-1.9536244595362728
1151,-3.5247559151303083,-3.591980118806617,-3.3692821935309603,-3.0693735496031307,-3.202451547477577,-2.879205390956747
1152,-3.604967093433665,-3.7264277470134513,-3.1800197037335467,-2.3700282583214354,-2.3345549980097524,-2.534201919187062
1153,-3.474067065619514,-3.44759770489881,-3.300298500548814,-2.3168610318235943,-1.9531350271589691,-3.749788332289275
1154,-3.8086803290555356,-3.910338510434733,-3.5207862204316522,-2.5539528521786905,-2.082571140929242,-3.9244987069152018
1155,-3.783271383217813,-3.6637539907416548,-3.357699503195415,-2.0726396820147466,-1.7060160689048371,-3.4005502081981347
1156,-3.700763709880389,-3.750371876692708,-3.1262443748337487,-2.434617820694595,-2.4668546140059218,-2.424804046723297
1157,-3.5474783003979953,-3.7805498929069983,-2.509269867554058,-2.1936284601483904,-2.169380262615735,-2.583134013900821
1158,-3.8779262906767067,-3.9984966746280826,-3.553533482897453,-2.973189849137485,-2.4692545730485005,-3.9940509690426564
1159,-3.6261793648835114,-3.824807359099868,-3.1477678622083847,-2.2086282612336605,-2.2124672475472504,-2.4213653643388766
1160,-3.5221501824061137,-3.4470821760432675,-3.410492478174593,-1.994333951643732,-1.8935900847766272,-2.5792074906908575
1161,-3.32675584132676,-3.386531203196863,-2.026586393952845,-2.1546445033040236,-2.4466032544248453,-1.326135938785899
1162,-3.5832882830678314,-3.545007413184873,-3.568689020918111,-2.957122478598921,-2.3323535952264836,-3.560056262516937
1163,-3.4996466773543187,-3.223786870985615,-3.1914451332890157,-2.4680847688562295,-2.226003983160868,-2.3372284525521843
1164,-3.761491315819166,-3.61032713303918,-3.3027731397642595,-2.0425755817971956,-1.587394201060319,-3.784800749149455
1165,-3.375230386199353,-3.3754250526105163,-3.228562915658385,-2.662950596478426,-2.6008453091391384,-3.1360274138653588
1166,-3.562708527657868,-3.503078226543317,-3.6980811785517305,-2.309058665786078,-1.9299791268700899,-3.3282182401224367
1167,-3.41545090743193,-3.4876014266050808,-3.240005428731152,-2.91139856831335,-2.6043062054082093,-4.052632997398762
1168,-4.063896619829507,-4.134174118227,-3.629191589009855,-2.9216092374669396,-2.664118165496143,-4.019374515351972
1169,-3.6633988590278586,-3.7377563171899446,-3.3711247521530128,-2.4783635957999417,-2.2897638781508944,-3.293266302044589
1170,-3.5960122776156624,-3.6369014332121954,-3.3659082587645734,-3.126790587280835,-2.8996546355942936,-3.8965533758190007
1171,-3.2734775245323533,-2.9110628009780877,-3.6115742127737724,-1.97862166441475,-1.5330435878262854,-3.1390826472222537
1172,-3.8286708646270973,-3.1738864557791637,-3.7002221181508554,-2.042640859287627,-1.7369400396181551,-3.250037742589839
1173,-3.352322478095849,-3.304140462111631,-3.4705630332906137,-2.547039113239279,-2.4794139742461088,-2.8813961165903654
1174,-3.5032186052884384,-3.6752829553833393,-2.999416419795896,-2.5207848544592095,-2.402433352255404,-2.965205930364309
1175,-3.7004125491272197,-3.7108087640528953,-3.5528556249414183,-2.186007621490122,-2.0367172470738892,-3.3159939104514673
1176,-3.459864197377411,-3.569364768462436,-3.20246573091336,-2.6456813479402195,-2.6577810329644143,-2.776982893131308
1177,-3.6186831247301874,-3.5989630724769395,-3.582851134761256,-2.274375944259439,-1.9046106777789142,-3.9212319658001795
1178,-3.3756243336436484,-3.5335373876713505,-2.722704512565709,-2.1142765716525247,-2.309884049000037,-1.5982264523921164
1179,-3.886705999058301,-4.034408265492739,-3.0122039955103777,-2.621192825480978,-2.523890715120566,-2.8167022292851325
1180,-3.6710194823981417,-3.2940935301384817,-3.742674459381629,-2.2900698562893016,-1.8248919902144896,-4.425002180714229
1181,-3.64386306372491,-3.5805576929484446,-3.015628650731012,-2.807751430793737,-2.869198146962922,-2.7320963261859177
1182,-3.2863823085162944,-3.151433833800253,-3.2424561453902028,-2.078880994723582,-2.129417694883505,-2.136556226402977
1183,-3.473407037097,-3.4142426007521873,-3.4435325371717416,-2.5761194364014317,-2.5186044418821663,-3.018101365784636
1184,-3.239139284665192,-3.2531539057764394,-2.658300040538305,-1.8401454426303918,-1.9076181419449796,-1.766012010753349
1185,-3.73302405961572,-3.6477332859133558,-3.7377907616666013,-3.035712866958876,-2.7566471802179278,-4.25615491091649
1186,-3.820709873243749,-3.91782986053421,-3.2695123973216194,-2.588357613645988,-2.511659777489684,-3.103926267159094
1187,-3.437288532416694,-3.589725211085172,-3.0792768282685756,-2.6280772984793934,-2.6023414884204894,-2.9500548902627375
1188,-3.9754770512358615,-4.070371297921791,-3.471347421084199,-2.625381795787744,-2.7533980688949296,-2.383000034815175
1189,-3.62307430190285,-3.699603836488123,-3.443572362203871,-3.0902607035773477,-2.7984059231409577,-4.949765014945312
1190,-3.1981507307087536,-3.112565476931335,-2.9955210599815514,-2.283729999307042,-2.1036008313333756,-3.138286381592471
1191,-3.7567753234482577,-3.8509638072561736,-3.3215902136395385,-2.748797160586532,-2.8616617429954423,-2.496085199584399
1192,-3.4397550891895246,-3.5139523162614412,-3.264745721855992,-2.378380073142536,-2.3999058325833773,-2.608013278883019
1193,-3.8163455222057965,-3.9323359806858047,-3.43455187417707,-2.9240900901042535,-2.7273387180582236,-3.767924146359139
1194,-3.6128717885395356,-3.604622614108522,-3.3381327686587374,-2.9061206559284836,-2.9348053891981842,-3.0231380207952294
1195,-3.3846083402552156,-3.256033880297455,-3.2797535810939045,-2.6139337237700597,-2.3890437678387175,-3.4206949301901117
1196,-3.967084322045414,-4.129653401684729,-3.307750747011607,-3.103820951241507,-3.4783766969856487,-2.0857820023912814
1197,-3.4302735110560376,-3.386341741404491,-3.3919779568100688,-2.567257889381783,-2.232663943453978,-3.7782440587821773
1198,-3.814350261715858,-3.7817828995359535,-3.329483866586885,-3.0238699656211625,-2.8533959661594874,-3.0406338250991776
1199,-3.6804758444749375,-3.8116972249426606,-3.321330408331365,-3.1173497943561213,-2.8133046494664256,-4.329106197394219
1200,-3.464146867867181,-3.5873127666692963,-2.8335492275866847,-2.6869402731938608,-2.3814174229990854,-2.803156675343346
1201,-3.5484251527934925,-3.615964187639369,-3.2953731402183717,-2.705533526420479,-2.417336990091033,-4.113053979398288
1202,-3.720081653687938,-3.82068187105289,-3.3869370697853416,-2.986087532714903,-2.851549930336002,-3.6142543156170412
1203,-3.4469873233783446,-3.227516416671337,-3.2310992715117792,-2.9793227948614467,-2.5733473627732955,-3.752764508589303
1204,-3.9378564086826024,-3.9369849568302615,-3.5766120792294793,-2.9438350466990215,-2.7325087362925022,-3.477926768101369
1205,-3.8123710894080087,-3.8759024189079114,-3.454704609531954,-3.611989905160733,-3.5333856330908135,-3.8661756353596353
1206,-3.802417169657315,-3.82400004711679,-3.5822896149095893,-2.8890311267604702,-2.682722327448867,-3.895796109771914
1207,-3.5916794703230526,-3.7008262356365487,-3.2414089004740734,-3.0175861712845484,-3.185918944958867,-2.6142580082030236
1208,-3.7427229695918673,-3.6218800758305694,-3.647052609612383,-2.940034855387169,-2.998011416124792,-2.8289537835308813
1209,-3.8671753674103453,-3.9732656747509667,-3.5881028694497394,-3.283621478991506,-3.215664501189309,-3.469674841298621
1210,-4.021520468019132,-4.095857768299723,-3.0796037172148854,-3.0556502371501773,-3.2219528868724745,-2.7207817063523727
1211,-3.368486162912325,-3.21531386835044,-3.3114939842492115,-2.924411551050452,-2.8206564053618903,-3.3168963882864224
1212,-3.517081598039936,-3.4426177639875704,-3.613594522817896,-2.8788170850486012,-2.5275582836393475,-4.477821182884407
1213,-3.1654881524592446,-3.138000626540395,-3.233420917372276,-2.1895743569812636,-2.0863927227468944,-2.8836330043114042
1214,-3.841408082885227,-3.8984218499432153,-3.6803905384365994,-3.017143188998961,-2.605787271712197,-4.914596086896826
1215,-3.570220071430295,-3.6483517076577203,-3.3417077786641567,-3.0823078091543326,-2.8316292885997845,-3.4497501688360286
1216,-3.5350478044014304,-3.4404139994932024,-3.519762866259673,-2.70263057825295,-2.1989716835214694,-4.357003255832051
1217,-3.3107047021961993,-3.1028119725626064,-3.7111707560836518,-2.371473748439902,-1.9032130867262664,-4.143656458693883
1218,-3.3933382759002653,-3.4556375533024593,-3.052530828507869,-1.9204907308624521,-1.803740496870632,-2.380847161466943
1219,-3.682060118074138,-3.7303781265471136,-3.506243354238059,-2.75433824242029,-2.799281952519469,-2.731104614763712
1220,-3.595632320051246,-3.7379058833830707,-3.0058325731656574,-2.4813300834991368,-2.510867148986924,-2.6898706437912745
1221,-3.1949821780699392,-3.1240827346343756,-3.323163713805297,-2.7189862271380756,-2.508751584622356,-3.452409033701822
1222,-3.762719666862936,-3.8031151902703506,-3.647081811291663,-3.0753331638840837,-2.700352878071881,-4.9127780337968625
1223,-3.4675692369594917,-3.454607406865842,-3.03421105061498,-3.0541159755292173,-3.0563790593311952,-3.258868152028754
1224,-3.5536719545566897,-3.4232386107655177,-3.4386250771664573,-2.3372777124292736,-2.0269842957179,-3.5448501132646277
1225,-3.472646319124177,-3.5420522860563897,-3.311147248193313,-2.6677882217096025,-2.3387320443094417,-2.9478675344987866
1226,-3.7134307173002203,-3.6492316014096238,-3.405477362717377,-2.409816051797348,-2.0328816262155485,-3.9844419251408443
1227,-3.4245420086447322,-3.3535209740063534,-3.3278010219916414,-2.446408388470068,-2.3165370823487628,-3.151951349876922
1228,-3.6996167835364293,-3.763256717031938,-3.36397964008497,-2.864145118922179,-2.6346168763638036,-3.862440176896605
1229,-3.5763172733101554,-3.329410270409271,-3.2740882812673187,-2.6948895634511763,-2.4540355921508934,-3.6817142584934617
1230,-3.7466686938544416,-3.860684475746555,-3.3524249227536758,-2.6079613019243664,-2.5405780742131423,-2.299988614309633
1231,-3.486315016795547,-3.6813029960669508,-2.8735635319435127,-2.460067713404063,-2.4961182629221823,-2.5298698865479734
1232,-3.6138418214267007,-3.7176306525383334,-3.129148315379335,-2.499771605026682,-2.5882566067722457,-2.5155451671467945
1233,-3.073519869894065,-2.8595208779003967,-3.472787444942953,-2.878301842847132,-2.712541727499129,-3.8740589209659855
1234,-3.4968532091530293,-3.5629043782045646,-3.247549843043331,-3.0200051455617003,-3.127157167977059,-2.7576283105140305
1235,-3.7755954225978954,-3.9570007886043053,-2.970944972731683,-2.1334641153695153,-2.1220373234910843,-2.366461877373838
1236,-3.854277869506024,-4.019091558274451,-3.16549815369384,-2.9189673135757164,-3.0532363820541346,-2.612621724740135
1237,-3.580020893511908,-3.4892705993108346,-3.24902202714926,-2.620385972015423,-2.218521253544434,-4.679288493997557
1238,-3.379244197929499,-3.296878660178082,-3.579324334760142,-2.6830619298022786,-2.1990388357172255,-4.521558468228732
1239,-3.7777366481051913,-3.8594380217471564,-2.9403651608934616,-2.51553066039196,-2.7394719496381,-1.9619438595085288
1240,-3.410625445643456,-2.9063724897536107,-3.1535511919719954,-1.8292964167884358,-1.3975880856338625,-3.541720672237887
1241,-3.7187350363862484,-3.716486632374728,-3.5345444450602774,-2.7131689980185034,-2.5705048617398734,-3.4003703515610044
1242,-3.6735633711139157,-3.661512455313284,-3.6263203575216565,-2.640748893787098,-2.290530910927144,-3.8888652443580303
1243,-3.6483852034030044,-3.5247829111843427,-3.7727193010059503,-2.9158149183276496,-2.3001094043771175,-4.322253927803521
1244,-3.7068067701820633,-3.7568088514223597,-3.027056565013426,-2.7858063286847727,-2.3096208437804195,-3.882805924656377
1245,-3.74318032670834,-3.601321368196811,-3.759685168152015,-2.3701306927138677,-1.9610096366980247,-3.8364017848980416
1246,-3.894424470557513,-3.953752329976486,-3.165096978087196,-3.3469172584175806,-3.173532339884723,-3.7630506834554276
1247,-3.6681666985514787,-3.618554807633224,-3.688512028908363,-2.4909728642026003,-2.0446486495735527,-4.322296071611233
1248,-2.8792318461885262,-2.9767127694889766,-2.6463914784848255,-2.9436349711636196,-2.700630955833546,-4.079518656555105
1249,-3.070966056103047,-3.0062821466991316,-2.9828904908370166,-2.5557138524581644,-2.260926029976734,-3.981397245803456
1250,-3.4948033694794027,-3.569237530082368,-3.321106423295442,-2.392790540670112,-1.8802601101908722,-3.947467322093775
1251,-3.815247975109826,-3.782076640426735,-3.5949759357121107,-3.0741140504805844,-3.042665525224605,-3.238904241607004
1252,-3.6083761582234137,-3.4270766561579227,-3.156453832962846,-3.0896535632650073,-2.7855523815599015,-2.766493811905638
1253,-3.72755436707245,-3.8605120456439725,-3.278520734424504,-2.935657228533901,-3.0124854359836726,-2.3665950197710264
1254,-3.6319135725786684,-3.7143144090496194,-3.2059023867335625,-2.7319524823930292,-2.4367880764452896,-3.171612719185333
1255,-3.6052333356474238,-3.51269031084448,-3.5904053284801685,-2.7996814132715797,-2.3623681644859627,-4.742592882833132
1256,-3.3529859220037563,-3.1913729753855336,-3.4656509839416705,-2.3730669658505423,-2.1425966703496595,-3.2861462087054893
1257,-3.1994879592856518,-2.955905609923416,-3.6421512348441722,-2.2552456499805538,-1.9083377050536843,-3.7568493696468788
1258,-3.6447548272440033,-3.5843370151422542,-3.4808820895213217,-2.080300833492357,-1.8206547744597161,-3.0230217506627963
1259,-3.5106735505517572,-3.391764900801131,-3.514908404347913,-2.5654439947948227,-2.419463188865438,-3.138982151540144
1260,-3.4030024060383925,-3.454221778322736,-3.2786912740229224,-2.1946776057935895,-2.012009130471053,-3.1859386890542742
1261,-3.8376339449468424,-3.952743541648723,-3.5288866167196096,-3.1234514010047283,-2.955033453257433,-4.173050749501998
1262,-3.743878771987703,-3.4289935950610504,-3.5342751524500753,-1.8548346555475832,-1.5194883180355625,-3.2469255942235473
1263,-3.5909138603033117,-3.719235594594614,-3.2038261636731056,-2.1578572661510065,-1.6941159620717492,-3.8592802772984522
1264,-3.67761038191749,-3.7155166957915604,-3.5757441020521807,-3.067473108980576,-3.061854317002511,-2.5663753926022923
1265,-3.8807033659116503,-3.885439176414147,-3.8262982657144815,-2.9765807965305346,-2.783044458282232,-3.7969329013931254
1266,-3.5027541526546666,-3.6036302794721626,-2.979490492445282,-1.892330255571608,-1.93381917117,-1.9346180957307362
1267,-3.6597937219681183,-3.5425164599986303,-3.444150546626212,-2.9730950689532847,-2.905538501355856,-3.3850219007954334
1268,-3.5895002689961126,-3.6151396420583537,-2.8496644623314533,-2.344409362493139,-2.4779289099943598,-2.093492765594667
1269,-3.5912065023682027,-3.820652449250536,-2.9626828328272605,-3.2614546360390184,-3.1370524409939646,-2.970473272312146
1270,-3.8142770306821006,-3.9682961176069522,-3.3499811359981884,-3.000480366166428,-3.1617828512997774,-2.6795366991582963
1271,-3.9487066054756115,-4.0305106126707635,-3.501234166735935,-3.1122670304385123,-3.02147581607132,-3.597266300600016
1272,-3.722725614448584,-3.7171032614348265,-3.4688009540098674,-2.7867005678874452,-2.6305808941830104,-3.417362516254134
1273,-3.456408576735528,-3.4498375455548858,-3.358128489695782,-2.0984315926570223,-2.0852046895827097,-2.425325292591265
1274,-3.8158281198828137,-3.9795817146682078,-3.4167351406984356,-2.4905799241068665,-2.3013807758593376,-3.2290804661357524
1275,-3.751481804798308,-3.7791491461680753,-3.680874590118409,-2.7486001913322786,-2.5203791745936037,-3.9405627118568325
1276,-3.714711691271111,-3.7460124014518072,-3.5444956662904676,-2.5896450992601974,-2.418006020091945,-3.330416067393436
1277,-3.7890026347827135,-3.6478452939354655,-3.756115253607217,-3.0428154132169904,-2.7341048304409727,-4.365103732805763
1278,-3.489715693903295,-3.670143005454324,-2.917854220816251,-2.184197605691696,-2.1285044500079677,-2.5707418514451166
1279,-3.407375004335374,-3.2313976819393546,-3.6571888515756634,-2.5078442942728283,-1.8999688636920906,-4.654518517565795
1280,-3.5440010937337294,-3.594810536859331,-3.05012654026593,-2.892325884950248,-2.8727777171040074,-1.9242234521964618
1281,-3.287461200641974,-3.234513684859679,-3.41069562967673,-2.3081911470049565,-2.000234962180173,-3.413407152714807
1282,-3.545171347359458,-3.535236093115907,-3.4278636365086252,-2.33382309795098,-2.1666120855407907,-3.118673723751602
1283,-3.665036608427166,-3.79435541095681,-3.2130846926610888,-2.3040785529506413,-2.1040386570660945,-2.4803993768666883
1284,-3.840967918101783,-3.912135524201379,-3.5822052333470595,-2.0866860983874758,-2.0556473227334804,-2.323246490352697
1285,-3.6691554586522157,-3.7803696142734453,-3.355860281569248,-3.2891736017037227,-2.9860097824645173,-3.9513566378545817
